,state,WEBSITE,actlevel,ACTIVITY LEVEL LABEL,WEEKEND,WEEK,season
532,Idaho,Influenza,0,Insufficient Data,Sep-30-2017,39,2016-17
533,North Dakota,Influenza,0,Insufficient Data,Sep-30-2017,39,2016-17
548,Idaho,Influenza,0,Insufficient Data,Jun-02-2018,22,2017-18
550,Idaho,Influenza,0,Insufficient Data,Jun-09-2018,23,2017-18
552,Idaho,Influenza,0,Insufficient Data,Jun-16-2018,24,2017-18
553,Idaho,Influenza,0,Insufficient Data,Jun-23-2018,25,2017-18
556,Idaho,Influenza,0,Insufficient Data,Jun-30-2018,26,2017-18
558,Connecticut,Flu Statistics,0,Insufficient Data,Jun-30-2018,26,2017-18
559,Florida,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-30-2018,26,2017-18
561,Idaho,Influenza,0,Insufficient Data,Jul-07-2018,27,2017-18
562,Idaho,Influenza,0,Insufficient Data,Jul-14-2018,28,2017-18
563,Idaho,Influenza,0,Insufficient Data,Jul-21-2018,29,2017-18
565,Connecticut,Flu Statistics,0,Insufficient Data,Jul-07-2018,27,2017-18
566,Connecticut,Flu Statistics,0,Insufficient Data,Jul-14-2018,28,2017-18
569,Idaho,Influenza,0,Insufficient Data,Jul-28-2018,30,2017-18
570,Idaho,Influenza,0,Insufficient Data,Aug-04-2018,31,2017-18
571,Connecticut,Flu Statistics,0,Insufficient Data,Jul-21-2018,29,2017-18
572,Connecticut,Flu Statistics,0,Insufficient Data,Jul-28-2018,30,2017-18
575,Connecticut,Flu Statistics,0,Insufficient Data,Aug-04-2018,31,2017-18
576,Connecticut,Flu Statistics,0,Insufficient Data,Aug-11-2018,32,2017-18
577,Idaho,Influenza,0,Insufficient Data,Aug-11-2018,32,2017-18
578,North Dakota,Influenza,0,Insufficient Data,Aug-11-2018,32,2017-18
579,Idaho,Influenza,0,Insufficient Data,Aug-18-2018,33,2017-18
581,Connecticut,Flu Statistics,0,Insufficient Data,Aug-18-2018,33,2017-18
583,Idaho,Influenza,0,Insufficient Data,Aug-25-2018,34,2017-18
584,Connecticut,Flu Statistics,0,Insufficient Data,Aug-25-2018,34,2017-18
585,Montana,Influenza: What You Need to Know,0,Insufficient Data,Aug-25-2018,34,2017-18
587,Connecticut,Flu Statistics,0,Insufficient Data,Sep-01-2018,35,2017-18
588,Idaho,Influenza,0,Insufficient Data,Sep-01-2018,35,2017-18
589,North Dakota,Influenza,0,Insufficient Data,Sep-01-2018,35,2017-18
590,Montana,Influenza: What You Need to Know,0,Insufficient Data,Sep-01-2018,35,2017-18
592,Connecticut,Flu Statistics,0,Insufficient Data,Sep-08-2018,36,2017-18
593,Idaho,Influenza,0,Insufficient Data,Sep-08-2018,36,2017-18
594,New York,"Influenza Activity, Surveillance and Reports",0,Insufficient Data,Sep-08-2018,36,2017-18
595,Vermont,Flu Activity,0,Insufficient Data,Sep-08-2018,36,2017-18
597,Montana,Influenza: What You Need to Know,0,Insufficient Data,Sep-08-2018,36,2017-18
598,Idaho,Influenza,0,Insufficient Data,Sep-15-2018,37,2017-18
599,Connecticut,Flu Statistics,0,Insufficient Data,Sep-15-2018,37,2017-18
600,Montana,Influenza: What You Need to Know,0,Insufficient Data,Sep-15-2018,37,2017-18
601,New York,"Influenza Activity, Surveillance and Reports",0,Insufficient Data,Sep-15-2018,37,2017-18
603,Connecticut,Flu Statistics,0,Insufficient Data,Sep-22-2018,38,2017-18
604,Idaho,Influenza,0,Insufficient Data,Sep-22-2018,38,2017-18
605,Montana,Influenza: What You Need to Know,0,Insufficient Data,Sep-22-2018,38,2017-18
606,New York,"Influenza Activity, Surveillance and Reports",0,Insufficient Data,Sep-22-2018,38,2017-18
608,Montana,Influenza: What You Need to Know,0,Insufficient Data,Sep-29-2018,39,2017-18
618,Idaho,Influenza,0,Insufficient Data,Jun-08-2019,23,2018-19
619,Idaho,Influenza,0,Insufficient Data,Jun-15-2019,24,2018-19
620,Idaho,Influenza,0,Insufficient Data,Jun-22-2019,25,2018-19
621,District of Columbia,Influenza Information,0,Insufficient Data,Jun-22-2019,25,2018-19
622,Connecticut,Flu Statistics,0,Insufficient Data,Jun-29-2019,26,2018-19
623,Idaho,Influenza,0,Insufficient Data,Jun-29-2019,26,2018-19
624,Idaho,Influenza,0,Insufficient Data,Jul-06-2019,27,2018-19
625,Idaho,Influenza,0,Insufficient Data,Jul-13-2019,28,2018-19
626,Idaho,Influenza,0,Insufficient Data,Jul-20-2019,29,2018-19
627,Connecticut,Flu Statistics,0,Insufficient Data,Jul-13-2019,28,2018-19
628,Connecticut,Flu Statistics,0,Insufficient Data,Jul-20-2019,29,2018-19
631,Maryland,Influenza Surveillance,0,Insufficient Data,Jun-16-2012,24,2011-12
633,Maryland,Influenza Surveillance,0,Insufficient Data,Jun-23-2012,25,2011-12
635,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-30-2012,26,2011-12
636,District of Columbia,Influenza Information,0,Insufficient Data,Jun-30-2012,26,2011-12
637,Maryland,Influenza Surveillance,0,Insufficient Data,Jun-30-2012,26,2011-12
638,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-16-2012,24,2011-12
639,District of Columbia,Influenza Information,0,Insufficient Data,Jun-16-2012,24,2011-12
640,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-23-2012,25,2011-12
641,District of Columbia,Influenza Information,0,Insufficient Data,Jun-23-2012,25,2011-12
642,Washington,Influenza Update,0,Insufficient Data,Jun-30-2012,26,2011-12
644,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Jul-07-2012,27,2011-12
645,Maryland,Influenza Surveillance,0,Insufficient Data,Jul-07-2012,27,2011-12
646,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-07-2012,27,2011-12
647,District of Columbia,Influenza Information,0,Insufficient Data,Jul-07-2012,27,2011-12
649,Maryland,Influenza Surveillance,0,Insufficient Data,Jul-14-2012,28,2011-12
650,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-14-2012,28,2011-12
651,District of Columbia,Influenza Information,0,Insufficient Data,Jul-14-2012,28,2011-12
652,Washington,Influenza Update,0,Insufficient Data,Jul-07-2012,27,2011-12
653,Washington,Influenza Update,0,Insufficient Data,Jul-14-2012,28,2011-12
655,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-21-2012,29,2011-12
656,District of Columbia,Influenza Information,0,Insufficient Data,Jul-21-2012,29,2011-12
657,Maryland,Influenza Surveillance,0,Insufficient Data,Jul-21-2012,29,2011-12
659,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-28-2012,30,2011-12
660,District of Columbia,Influenza Information,0,Insufficient Data,Jul-28-2012,30,2011-12
661,Maryland,Influenza Surveillance,0,Insufficient Data,Jul-28-2012,30,2011-12
662,Washington,Influenza Update,0,Insufficient Data,Jul-21-2012,29,2011-12
663,Washington,Influenza Update,0,Insufficient Data,Jul-28-2012,30,2011-12
665,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Aug-04-2012,31,2011-12
666,Maryland,Influenza Surveillance,0,Insufficient Data,Aug-04-2012,31,2011-12
667,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-04-2012,31,2011-12
668,District of Columbia,Influenza Information,0,Insufficient Data,Aug-04-2012,31,2011-12
669,Washington,Influenza Update,0,Insufficient Data,Aug-04-2012,31,2011-12
671,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-11-2012,32,2011-12
672,District of Columbia,Influenza Information,0,Insufficient Data,Aug-11-2012,32,2011-12
673,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Aug-11-2012,32,2011-12
674,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Aug-11-2012,32,2011-12
675,Maryland,Influenza Surveillance,0,Insufficient Data,Aug-11-2012,32,2011-12
676,Washington,Influenza Update,0,Insufficient Data,Aug-11-2012,32,2011-12
678,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-18-2012,33,2011-12
679,District of Columbia,Influenza Information,0,Insufficient Data,Aug-18-2012,33,2011-12
680,Maryland,Influenza Surveillance,0,Insufficient Data,Aug-18-2012,33,2011-12
681,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Aug-18-2012,33,2011-12
682,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Aug-18-2012,33,2011-12
683,Washington,Influenza Update,0,Insufficient Data,Aug-18-2012,33,2011-12
685,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-25-2012,34,2011-12
686,District of Columbia,Influenza Information,0,Insufficient Data,Aug-25-2012,34,2011-12
687,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Aug-25-2012,34,2011-12
688,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Aug-25-2012,34,2011-12
689,Maryland,Influenza Surveillance,0,Insufficient Data,Aug-25-2012,34,2011-12
690,Washington,Influenza Update,0,Insufficient Data,Aug-25-2012,34,2011-12
692,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Sep-01-2012,35,2011-12
693,District of Columbia,Influenza Information,0,Insufficient Data,Sep-01-2012,35,2011-12
694,Maryland,Influenza Surveillance,0,Insufficient Data,Sep-01-2012,35,2011-12
695,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Sep-01-2012,35,2011-12
696,South Dakota,Influenza Information,0,Insufficient Data,Sep-01-2012,35,2011-12
697,Washington,Influenza Update,0,Insufficient Data,Sep-01-2012,35,2011-12
699,Maryland,Influenza Surveillance,0,Insufficient Data,Sep-08-2012,36,2011-12
700,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Sep-08-2012,36,2011-12
701,District of Columbia,Influenza Information,0,Insufficient Data,Sep-08-2012,36,2011-12
702,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Sep-08-2012,36,2011-12
703,Washington,Influenza Update,0,Insufficient Data,Sep-08-2012,36,2011-12
705,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Sep-15-2012,37,2011-12
706,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Sep-15-2012,37,2011-12
707,District of Columbia,Influenza Information,0,Insufficient Data,Sep-15-2012,37,2011-12
708,Maryland,Influenza Surveillance,0,Insufficient Data,Sep-15-2012,37,2011-12
709,Washington,Influenza Update,0,Insufficient Data,Sep-15-2012,37,2011-12
711,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Sep-22-2012,38,2011-12
712,District of Columbia,Influenza Information,0,Insufficient Data,Sep-22-2012,38,2011-12
713,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Sep-22-2012,38,2011-12
714,Washington,Influenza Update,0,Insufficient Data,Sep-22-2012,38,2011-12
716,Arkansas,Communicable Disease and Immunizations,0,Insufficient Data,Sep-29-2012,39,2011-12
717,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Sep-29-2012,39,2011-12
718,District of Columbia,Influenza Information,0,Insufficient Data,Sep-29-2012,39,2011-12
720,Washington,Influenza Update,0,Insufficient Data,Sep-29-2012,39,2011-12
721,District of Columbia,Influenza Information,0,Insufficient Data,Oct-06-2012,40,2012-13
723,District of Columbia,Influenza Information,0,Insufficient Data,Oct-13-2012,41,2012-13
725,District of Columbia,Influenza Information,0,Insufficient Data,Oct-20-2012,42,2012-13
727,District of Columbia,Influenza Information,0,Insufficient Data,Oct-27-2012,43,2012-13
729,District of Columbia,Influenza Information,0,Insufficient Data,Nov-03-2012,44,2012-13
731,District of Columbia,Influenza Information,0,Insufficient Data,Nov-10-2012,45,2012-13
733,District of Columbia,Influenza Information,0,Insufficient Data,Nov-17-2012,46,2012-13
735,District of Columbia,Influenza Information,0,Insufficient Data,Nov-24-2012,47,2012-13
737,District of Columbia,Influenza Information,0,Insufficient Data,Dec-01-2012,48,2012-13
739,District of Columbia,Influenza Information,0,Insufficient Data,Dec-08-2012,49,2012-13
741,District of Columbia,Influenza Information,0,Insufficient Data,Dec-15-2012,50,2012-13
743,District of Columbia,Influenza Information,0,Insufficient Data,Dec-22-2012,51,2012-13
745,District of Columbia,Influenza Information,0,Insufficient Data,Dec-29-2012,52,2012-13
760,District of Columbia,Influenza Information,0,Insufficient Data,Apr-13-2013,15,2012-13
763,District of Columbia,Influenza Information,0,Insufficient Data,Apr-20-2013,16,2012-13
765,District of Columbia,Influenza Information,0,Insufficient Data,Apr-27-2013,17,2012-13
766,District of Columbia,Influenza Information,0,Insufficient Data,May-04-2013,18,2012-13
769,District of Columbia,Influenza Information,0,Insufficient Data,May-11-2013,19,2012-13
770,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,May-25-2013,21,2012-13
771,District of Columbia,Influenza Information,0,Insufficient Data,May-25-2013,21,2012-13
774,District of Columbia,Influenza Information,0,Insufficient Data,May-18-2013,20,2012-13
776,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-01-2013,22,2012-13
777,District of Columbia,Influenza Information,0,Insufficient Data,Jun-01-2013,22,2012-13
779,Connecticut,Flu Statistics,0,Insufficient Data,Jun-08-2013,23,2012-13
780,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-08-2013,23,2012-13
781,District of Columbia,Influenza Information,0,Insufficient Data,Jun-08-2013,23,2012-13
783,Kentucky,Influenza - Flu,0,Insufficient Data,Jun-08-2013,23,2012-13
784,Connecticut,Flu Statistics,0,Insufficient Data,Jun-15-2013,24,2012-13
785,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-15-2013,24,2012-13
786,District of Columbia,Influenza Information,0,Insufficient Data,Jun-15-2013,24,2012-13
788,Connecticut,Flu Statistics,0,Insufficient Data,Jun-22-2013,25,2012-13
789,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-22-2013,25,2012-13
790,District of Columbia,Influenza Information,0,Insufficient Data,Jun-22-2013,25,2012-13
791,Kentucky,Influenza - Flu,0,Insufficient Data,Jun-22-2013,25,2012-13
793,Connecticut,Flu Statistics,0,Insufficient Data,Jun-29-2013,26,2012-13
794,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jun-29-2013,26,2012-13
795,District of Columbia,Influenza Information,0,Insufficient Data,Jun-29-2013,26,2012-13
796,Connecticut,Flu Statistics,0,Insufficient Data,Jul-06-2013,27,2012-13
797,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-06-2013,27,2012-13
798,District of Columbia,Influenza Information,0,Insufficient Data,Jul-06-2013,27,2012-13
799,Connecticut,Flu Statistics,0,Insufficient Data,Jul-13-2013,28,2012-13
800,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-13-2013,28,2012-13
801,District of Columbia,Influenza Information,0,Insufficient Data,Jul-13-2013,28,2012-13
805,Connecticut,Flu Statistics,0,Insufficient Data,Jul-20-2013,29,2012-13
806,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-20-2013,29,2012-13
807,District of Columbia,Influenza Information,0,Insufficient Data,Jul-20-2013,29,2012-13
808,Connecticut,Flu Statistics,0,Insufficient Data,Jul-27-2013,30,2012-13
809,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Jul-27-2013,30,2012-13
810,District of Columbia,Influenza Information,0,Insufficient Data,Jul-27-2013,30,2012-13
813,Connecticut,Flu Statistics,0,Insufficient Data,Aug-03-2013,31,2012-13
814,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-03-2013,31,2012-13
815,District of Columbia,Influenza Information,0,Insufficient Data,Aug-03-2013,31,2012-13
817,Connecticut,Flu Statistics,0,Insufficient Data,Aug-10-2013,32,2012-13
818,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-10-2013,32,2012-13
819,District of Columbia,Influenza Information,0,Insufficient Data,Aug-10-2013,32,2012-13
820,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Aug-10-2013,32,2012-13
821,North Dakota,Influenza,0,Insufficient Data,Aug-10-2013,32,2012-13
822,Kentucky,Influenza - Flu,0,Insufficient Data,Jul-20-2013,29,2012-13
823,South Dakota,Influenza Information,0,Insufficient Data,Jun-22-2013,25,2012-13
825,Kentucky,Influenza - Flu,0,Insufficient Data,Aug-17-2013,33,2012-13
826,North Dakota,Influenza,0,Insufficient Data,Aug-17-2013,33,2012-13
827,Connecticut,Flu Statistics,0,Insufficient Data,Aug-17-2013,33,2012-13
828,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-17-2013,33,2012-13
829,District of Columbia,Influenza Information,0,Insufficient Data,Aug-17-2013,33,2012-13
831,Kentucky,Influenza - Flu,0,Insufficient Data,Aug-24-2013,34,2012-13
832,North Dakota,Influenza,0,Insufficient Data,Aug-24-2013,34,2012-13
833,Connecticut,Flu Statistics,0,Insufficient Data,Aug-24-2013,34,2012-13
834,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-24-2013,34,2012-13
835,District of Columbia,Influenza Information,0,Insufficient Data,Aug-24-2013,34,2012-13
836,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Aug-17-2013,33,2012-13
837,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Aug-24-2013,34,2012-13
839,Kentucky,Influenza - Flu,0,Insufficient Data,Aug-31-2013,35,2012-13
840,North Dakota,Influenza,0,Insufficient Data,Aug-31-2013,35,2012-13
841,Connecticut,Flu Statistics,0,Insufficient Data,Aug-31-2013,35,2012-13
842,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Aug-31-2013,35,2012-13
843,District of Columbia,Influenza Information,0,Insufficient Data,Aug-31-2013,35,2012-13
845,Kentucky,Influenza - Flu,0,Insufficient Data,Sep-07-2013,36,2012-13
846,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Sep-07-2013,36,2012-13
847,District of Columbia,Influenza Information,0,Insufficient Data,Sep-07-2013,36,2012-13
848,North Dakota,Influenza,0,Insufficient Data,Sep-07-2013,36,2012-13
849,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Aug-31-2013,35,2012-13
850,Iowa,Iowa Influenza Surveillance Network,0,Insufficient Data,Sep-07-2013,36,2012-13
852,Delaware,Weekly Influenza Surveillance Reports,0,Insufficient Data,Sep-14-2013,37,2012-13
